,id,created_at,retweet_count,favorite_count,full_text,subjectivity,polarity,analysis
70,1136489170841546752,2019-06-06,540,3860,Leo’s story is amazing and so is his mom. AmazonFutureEngineer ,0.9,0.6000000000000001,Positive
69,1136707086933299200,2019-06-06,1251,7730,Got a chance to scout some of the cool tech at the first reMARS event.     ,0.4916666666666667,0.3,Positive
68,1138206602043936769,2019-06-10,528,5580,My mom’s incredible story. Wow. So grateful. So proud. Grit ,0.9666666666666667,0.6,Positive
67,1140285639071416320,2019-06-16,930,19719,"Happy Father’s Day. You’re there for me always, and I feel it. I love you, Dad. ",0.8,0.65,Positive
66,1141520394022576128,2019-06-20,811,6242,First hotfire of our BE7 lunar landing engine just yesterday at Marshall Space Flight Center. Data looks great and hardware is in perfect condition. Test went full planned duration – 35 seconds. Kudos to the whole  team and grateful to _Marshall for all the help! ,0.5222222222222223,0.42500000000000004,Positive
65,1141770282773831681,2019-06-20,423,4954,"So much fun with Caroline Kennedy yesterday at the JFKSpaceSummit. Her father’s Rice speech still inspires. We choose to do these things “not because they are easy, but because they are hard.” Apollo50 ",0.525,0.14722222222222223,Positive
64,1145345436846157824,2019-06-30,400,5006,Pride ,0.0,0.0,Neutral
63,1157489682118086656,2019-08-03,451,0,: BE-4 continues to rack up time on the test stand. Here’s a great shot of our full power engine test today GradatimFerocite…,0.65,0.575,Positive
62,1166798278375030784,2019-08-28,256,3606,"Had a great meeting with Mike George. We’re hard at work building Day 1 Academies, and Mike has been busy learning from the best in the field. Here are a few pictures from his listening tour – visiting the smart and kind early educators from schools across the country. ",0.47931547619047615,0.290327380952381,Positive
61,1167125742401941504,2019-08-29,306,2476,. founded nonprofit  to inspire youth to pursue careers in STEM + visualize life in space. We asked students to send postcards w/their dreams and we’d send the cards above the Kármán line to space and back. We’ve received thousands - they’re so inspiring ,0.3666666666666667,0.16666666666666666,Positive
60,1170036283315388416,2019-09-06,7588,44106,"Rooting for team India. Good luck, India! Chandrayaan2 ",0.6000000000000001,0.875,Positive
59,1170697204845039616,2019-09-08,636,8024,Season 2 streams November 1. Can’t wait. JackRyan ,0.0,0.0,Neutral
58,1171060934753734656,2019-09-09,746,5989,We're sending two Amazon Air planes packed with tens of thousands of Amazon-donated and customer-donated relief items to support those impacted by HurricaneDorian in the Bahamas. Thanks to all the teams who are making this possible.  ,0.6,0.1,Positive
57,1171872387492528128,2019-09-11,633,5589,"Today, we announced that we added 24 schools in Nashville to our AmazonFutureEngineer program. Loved celebrating the great news by building robots with students from Madison Middle School. ",0.5166666666666667,0.5,Positive
56,1172517558336905218,2019-09-13,260,2789,"Visited the amazing _House Montessori in Nashville with _m_george. Learned a lot that’s going to help Day 1 Academies. By the way, “Nia” means “purpose” in Swahili. Very cool. ",0.8725,0.5275000000000001,Positive
55,1173728216550260736,2019-09-16,310,4177,Shout out to the new Amazonians who let me drop by their New Hire Orientation today. Incredible to welcome so many smart and passionate people from all over the world. I’m looking forward to our AmazonCareerDay events tomorrow! ,0.6717068645640074,0.374930426716141,Positive
54,1173973723189108736,2019-09-17,557,4688,"Yesterday the first Amazon Air plane loaded with relief items arrived in Nassau, Bahamas to help victims of HurricaneDorian. The cargo weight was 72,728 lbs, with approx. 19,300 items on board. Huge thanks to the teams across Amazon who made this happen.  ",0.4777777777777778,0.2833333333333334,Positive
53,1174704799645720586,2019-09-19,413,3119,"Super excited about The Climate Pledge. Impossible to do this without . So grateful to you, Christiana. ClimatePledge Paris10YearsEarly ",0.8055555555555555,0.013888888888888876,Positive
52,1175208903321124864,2019-09-21,228,0,": If you can’t compete with lower prices and better services, then secretly fund phony “grassroots” attack campaigns. Ugly. h…",0.7333333333333334,-0.19999999999999998,Negative
51,1175854166066913280,2019-09-22,209,2920,"Good luck to , Phoebe Waller-Bridge, the  and  teams, and all  shows up for Emmys tonight! ",0.6000000000000001,0.875,Positive
50,1176310291300093952,2019-09-24,245,3708,"A record year of Emmy wins for  - fantastic work. Huge congrats to the winners and teams behind , , and A Very English Scandal! ",0.54,0.14,Positive
49,1176489837517344769,2019-09-24,403,4447,"Thank you to our customers who donated relief items for a second Amazon Air plane of humanitarian aid. Together, more than 400,000 Amazon-donated &amp; customer-donated items have been provided to those affected by HurricaneDorian in the Bahamas &amp; the US.  ",0.25,0.25,Positive
48,1186367004371906560,2019-10-21,1330,11384,"Dropped in on an AmazonFutureEngineer class at Dunbar H.S. in D.C. today. We’re committed to bringing more resources to kids from underserved communities, and I’m proud to say we’re now funding computer science in more than 2,000 high schools across the U.S. NextGeneration ",0.635,0.49,Positive
47,1186752897083760641,2019-10-22,1446,8977,"It’s time to go back to the Moon, this time to stay.     gradatimferociter ",0.0,0.0,Neutral
46,1193891803721687040,2019-11-11,515,6716,"Congrats to David &amp; all the veterans graduating from the Amazon Apprenticeship program who are now in technical careers! They join the more than 21,000 veterans and military spouses working at Amazon. Huge thank you to them and all who’ve served. VeteransDay AmazonWarriors ",0.4,0.2,Positive
45,1197519998161281024,2019-11-21,449,3527,"Excited to announce this year's Bezos Day One grants. Thank you to these 32 organizations in 23 states working to end homelessness. I recently spent time with the amazing team at Community of Hope in Washington, D.C. – one of last year’s grantees.  ",0.45416666666666666,0.21875000000000003,Positive
44,1197997251139784704,2019-11-22,1124,9509,"Nice! Amazon ranked 1 best managed company. Definitely the result of strong teamwork from people who care deeply and passionately about customers, their fellow employees, and the environment. Huge thank you and kudos to all Amazonians. ",0.6690476190476191,0.3619047619047619,Positive
43,1204964350936731649,2019-12-12,1432,11688,Picture perfect flight . And this vehicle has now flown to space &amp; back six times making this a new milestone. We carried 23 payloads today including thousands of postcards from kids all over the world for . Keep them coming kids &amp; we’ll keep flying them! ,0.48484848484848486,0.39015151515151514,Positive
42,1207074776289697794,2019-12-17,519,5878,Toured  in Washington D.C. with a team from Day 1 Academies. It was great to meet these kids — they’re energetic and energizing. Lee is doing an amazing job unleashing their love of learning. ,0.6875,0.6000000000000001,Positive
41,1217100229993881600,2020-01-14,8514,60449,"Just landed in India and spent a beautiful afternoon paying my respects to someone who truly changed the world. “Live as if you were to die tomorrow. Learn as if you were to live forever."" - Mahatma Gandhi. ",0.525,0.2556818181818182,Positive
40,1217449121981718531,2020-01-15,3609,20225,Dynamism. Energy. Democracy. IndianCentury ,0.0,0.0,Neutral
39,1217751342162173952,2020-01-16,775,13584,Grabbing a quick selfie with  at India’s small business summit. Everyone squeeze in a little tighter! amazonsmbhav ,0.4666666666666666,-0.05034722222222223,Negative
38,1218137485672251394,2020-01-17,5177,33529,Lots of fun on stage with  and Zoya Akhtar. ,0.2,0.3,Positive
37,1218440995731316736,2020-01-18,2562,27904,"Amazon partners with thousands of kirana stores all over India as delivery points. It’s good for customers, and it helps the shop owners earn additional income. Got to visit one in Mumbai. Thank you, Amol, for letting me deliver a package. MSME ",0.6000000000000001,0.7,Positive
36,1218864092825432064,2020-01-19,2606,28797,Proud of the program we have in India to hire and train deaf associates at our delivery stations. Managers learn basic sign language to be able to communicate. Meeting this group was a moving experience for me. ,0.5833333333333334,0.43333333333333335,Positive
35,1219093283265138688,2020-01-20,10045,76233,"Hey, India. We’re rolling out our new fleet of electric delivery rickshaws. Fully electric. Zero carbon. ClimatePledge ",0.45454545454545453,0.13636363636363635,Positive
34,1220059386694922240,2020-01-22,5405,36797,Jamal ,0.0,0.0,Neutral
33,1222572705066536961,2020-01-29,2874,22322,"Hey, Alexa — show everyone our upcoming Super Bowl ad. Thanks  and ! ",0.43333333333333335,0.29166666666666663,Positive
32,1224154674804084736,2020-02-03,14366,123331,"I just took a DNA test, turns out I’m 100% ’s biggest fan. SBLIV ",0.0,0.0,Neutral
31,1233441223232245760,2020-02-28,2691,33333,"Discussing climate, sustainability, and preserving the natural world with President  today in Paris. BezosEarthFund ClimatePledge ",0.4,0.1,Positive
30,1438535180407377923,2021-09-16,7838,133757,Congratulations to  and the  team on their successful Inspiration4 launch last night. Another step towards a future where space is accessible to all of us.,0.37916666666666665,0.28125,Positive
29,1440085114835202056,2021-09-20,438,7350,"Good exchange of ideas on climate change with a lot of passion around preserving and restoring the natural world. There might also have been a side conversation about who’s better — Asimov or Clarke. The meeting was useful and enjoyable. Thank you, . ",0.42000000000000004,0.41999999999999993,Positive
28,1440731418984738817,2021-09-22,149,0,": Amazon has rewarded eight workers who got vaccinated with free cars or $100,000 payouts ",0.8,0.4,Positive
27,1443924211282571264,2021-10-01,578,5766,"After many failures and setbacks in gaming we have a success. So proud of the team for the persistence. View setbacks as helpful obstacles that drive learning. Whatever your goals are, don’t give up no matter how hard it gets.  (1/2) ",0.4083333333333333,0.25166666666666665,Positive
26,1443924212792455174,2021-10-01,101,1617,(2/2) The two articles are only 8 months apart. ,1.0,0.0,Neutral
25,1444431829214248960,2021-10-02,752,7306,". and Ted Sarandos and the team at  get it right so often. Their internationalization strategy isn’t easy, and they’re making it work. Impressive and inspiring. (And I can’t wait to watch the show.) ",0.8422619047619048,0.5547619047619048,Positive
24,1444716860621000706,2021-10-03,217,4388,"No, just simple admiration. ",0.35714285714285715,0.0,Neutral
23,1445765771611627529,2021-10-06,291,4468,"New  film is amazing and fun. Loved it, and I miss Daniel Craig already. Can’t wait to see who Barbara Broccoli and Michael Wilson pick next. ",0.4709090909090909,0.3472727272727273,Positive
22,1445926804758269959,2021-10-07,263,3054,"A lot to still prove out here for sure, but the Rivian team is world class, and  is one of the greatest entrepreneurs I’ve ever met. 

Now, RJ, where are our vans?!

",0.9444444444444444,0.75,Positive
21,1446142301483401218,2021-10-07,262,2935,"Anderson laughs through the whole interview. 

Bill Shatner = Legend ",0.4,0.2,Positive
20,1447403828505088011,2021-10-11,11682,77248,"Listen and be open, but don’t let anybody tell you who you are. This was just one of the many stories telling us all the ways we were going to fail. Today, Amazon is one of the world’s most successful companies and has revolutionized two entirely different industries. ",0.5583333333333333,0.20833333333333334,Positive
19,1447563576986804229,2021-10-11,969,14498,I’m game. ,0.4,-0.4,Negative
18,1447936262019723266,2021-10-12,1093,0,": “We are just at the beginning, but how miraculous the beginning is.”  is ready to go to space. NS18 https:/…",0.5,0.2,Positive
17,1448270647788986370,2021-10-13,1011,13454,"Bill, Audrey, Chris, Glen — you’re about to share an experience that will forever change how you view the world. Godspeed. This is how it starts. 🚀 ",0.0,0.0,Neutral
16,1451571655411523598,2021-10-22,280,3005,"“Closing my eyes now, I still feel that irresistible tug … pulling my heart from my chest and out over the edge of the world.” - 
",0.0,0.0,Neutral
15,1454925498757357571,2021-10-31,475,4909,"The Prince of Wales has been involved in fighting climate change and protecting our beautiful world far longer than most. We had a chance to discuss these important issues on the eve of COP26 — looking for solutions to heal our world, and how the  can help. ",0.875,0.4625,Positive
14,1455195971370029056,2021-11-01,944,6162,"Wonderful meeting with Tuntiak Katan from the Shuar tribe in Ecuador and Solange Bandiaky-Badji, from the Rights and Resources Institute. Indigenous peoples are custodians of over a third of the world’s tropical forests. We must champion their efforts to protect our planet. ",0.5,0.5,Positive
13,1455493781222932480,2021-11-02,997,4920,"At COP26, Lauren and I discussed conservation of land and sea with leaders from Colombia, Ecuador, Panama, Costa Rica, and Bolivia. Together, they oversee one of the most diverse regions on earth. The  is working with them to help create the largest (1/2) ",0.5,0.5,Positive
12,1455493786214092802,2021-11-02,167,1490,"(2/2) transnational marine protected area on the planet, covering an area larger than California. Thank you to this group for their boldness on this important work.",0.75,0.2,Positive
11,1455515161196904448,2021-11-02,158,0,": Listening, learning, and collaborating on bold ideas with leaders from around the world on Day One of COP26. We’re bac…",0.6666666666666666,0.3333333333333333,Positive
10,1455606875643330565,2021-11-02,505,5397,Very proud to be one of the founding funders of Prince William’s Earthshot Prize. It’s easy to see how passionate and thoughtful he is about this important work. ,0.8366666666666667,0.43666666666666665,Positive
9,1456244759048036365,2021-11-04,445,0,: . announces $3B for nature at the COP26 Leader’s Summit in Glasgow. These funds will be targeted at a t…,0.0,0.0,Neutral
8,1456311095761637384,2021-11-04,2320,28437,"Not the decision we wanted, but we respect the court’s judgment, and wish full success for NASA and SpaceX on the contract. ",0.275,0.32499999999999996,Positive
7,1456648447486873600,2021-11-05,295,2866,"Congrats on this important work, . As you say: build longer tables, not higher walls.  ",0.75,0.1375,Positive
6,1457047939835052033,2021-11-06,146,0,: CEO &amp; President  speaking last night on the importance of this week’s $3B commitment to nature. ,0.06666666666666667,0.0,Neutral
5,1457720343297019909,2021-11-08,44921,274899,"Leo, come over here, I want to show you something…   ",0.0,0.0,Neutral
4,1459298553860296709,2021-11-12,436,7031,"Such a tragic loss. Warm and full of life, Glen made us laugh and lit up the room. He was a visionary, and an innovator – a true leader. Lauren and I are heartbroken and will remember the precious time we got to spend together. (1/2) ",0.5928571428571429,0.19285714285714284,Positive
3,1459298556515270657,2021-11-12,94,2063,"(2/2) Our deepest sympathies are with his partner, Leah, and all his loved ones. The world lost you too soon, Glen.",0.8,0.7,Positive
2,1460968707971112963,2021-11-17,356,8079,"For the fourth year in a row, the Bezos Day 1 Families Fund is making donations to organizations helping families in need across the U.S. These grants will provide support including housing, food, clothing, and other resources to help families get back on their feet. (1/2) ",0.125,-0.041666666666666664,Negative
1,1460968710965841921,2021-11-17,122,1197,"(2/2) This year’s grants go to 32 groups led by experts who are making a difference in their communities, and the funds will help them further expand their important work. ",0.75,0.2,Positive
0,1463575768697491458,2021-11-24,303,3373,"Welcome aboard, Michael! ",0.9,1.0,Positive
